content,score
Kamu bagus,5
"Akun ku gk bisa di akses trus, terlalu egois, pdhlakun yg lain enggak,udah 4 kali gnti akun ada aja yg error @nezu_qo",2
Hampir 1minggu gambar tdk muncul,4
Bagus,5
"filter ig yg bagus ilang semua, padahal uda banyak filter favorit malah di ilangin",1
Bagus sehhh buat foto foto awokawokawok,5
Ok,5
Sangatlah penting untuk mengetahui lebih banyak orang,5
dasar gajelas akun gw di tangguh tiba tiba lgi diem jg,1
Keren bngt,4
Mantap keren cok,5
kenapa tidak ada fitur notes ya?,4
Bantu video saya fyp,5
mantap bos ku,5
Sangat memberi informasi baru,5
is the best..,5
Amursalim Achmad,2
Sangat merekomendasi,5
"Banyak bug saat upload story di main acount, upload sudah selesai trs pengen ganti ke secondary account malah gabisa ganti di karenakan masih upload story, padahal udah kelar upload",1
karena bisa buat foto-foto,2
"masa ngga bisa pake username yang padahal ngga ada penggunanya, aneh.",5
"Tolong instagram gua ga bisa live setiap mau pencet livee ada notif ""saat ini akun ada tidak memenuhi syarat coba beberapa saat lagii"" Tolong bug"" Seperti ini di perbaiki",5
"Luar biasa , sangat bermanfaat tingkatkan dollar nya",5
Hhhhh ada yang sabar aku udah like this place to buy this place where gorgeous ada yang sabar ya sayang yang buat aku udah like dan bagikan info foto surat pembaca diambil di Bank mandiri cabang olahraga,3
good,5
Ftp bos,5
senang,5
Kenapa tidak bisa live😭😭,5
Suka bug efek,5
Ok,5
yang suka Instragram tunjuk tangan 🖐️,5
sangat bagus,5
aplikasinya error baru download login udh pakai sandi yang benar malah nggk bisa masuk tapi di aplikasi instagram yang lain masuk nggk jelas,1
Terima kasih 😊👍🏻,5
oke,5
Sangat baik,5
"Sudah update versi terbaru kenapa masih dengan fitur yang lama? Padahal di akun yang lain sudah dengan fitur yang baru, kenapa akun aku masih dengan fitur yang lama padahal sudah update versi terbaru",1
"sangat memuaskan, lebih banyak konten dan postingan positif dari teman",5
Baik,5
good luck,5
pelajari lebih lanjut,5
Mables,5
Semogaaa akun ku bisa menjangkau banyak audiens,5
senang,5
like 😊 sudah lama pakai ig dan menurutku bagus tidak banyak perubahan namun tetap tidak tertinggal.,5
Sangat burukk,1
Sangat seru,5
Goooooood👍,5
Mantap màrkotop seru masyaallah ada baiknya ada buruknya,5
aku. suka in,5
Nyokim,5
Bagus juga ya filter nya dan cuma agak eror dikit pas di pakek nonton video,5
Gabisa login plis,1
Smakin ok,5
"Pada saat mengganti bio, sangat menyulitkan sekali. Terjadinya bug dimana². Cepet perbaiki dong",1
salam bahagia sukses slalu,5
sekarang apk Ig malah suka ngeleg trus pas aku bikin reel lagu nya malah trus bunyi meski udah aku udah keluar dari apk nya trus pas bikin vdio juga vidio nya jdi lambat GK sesuai smaa lagu,1
Assalamu'alaikum nami abi syipa abi dari sunda instagram na Alus pisan,5
Ok,5
Enak di gunakan apak istragam,5
ok lah,5
mantap,4
👍🏻,5
Seru bangettttttttttttttttttt,5
Aplikasi yang sangat seru dan bagus,5
Alhamdulillah inatagram terbaik..,5
Good,5
"kenapa instagram sekarang malah kyk bandar judol?? setiap saya scrol reels ig slalu muncul iklan judol,bahkan itu tidak sedikit,setiap 3 kali saya scrol pasti muncul iklan judol",1
Mantap,5
Burik,1
perfack,5
Aplikasi nya bagus,5
Ini menyenangkan,5
Manfaatnya,4
gabut,1
Baik,5
Baik,5
Bikin gw senang,5
Menyala,5
"Aplikasi aneh gw login sandi bener tetep salah,selalu terjadi kesalahan Mulu aneh, giliran login di hp orang bisa,BUSUKK",2
terima kasih karena ig telah membantu Saya mencari pacar tapi sudah putus wkwkwkwk,5
bukan nya upgrade malah downgrade huu,1
Ship,5
bagus banget....suka,5
Bagus,5
Like it,5
Baik,5
Good,5
BINTANG 1 INI TANDA TIDAK SETUJU SAYA TENTANG RUMOR FITUR ARCHIVE YANG AKAN DIHAPUS KEDEPANNYA,1
"knpa skrng setiap kita mau pots fto ke postingan ngak bisa di tambahin lagu lagi, padahal yang lain nya udah bagus cuman salah nya itu doang jdi kek ada yang kurang jdi nya,plizz tolong perbaikin lagi yahhh",3
Bagus sekali 👍,2
Terima kasih,5
menyenangkan,5
"makin di upgrade makin gjls, bkn mkin bgus 👎🏿",1
BUAT PIHAK INSTAGRAM TOLONG KASIH FITUR PEMULIHAN KOLABORASI BIAR KOLABORASI YANG SUDAH DIHAPUS BISA DIPULIHKAN,2
Apk ny bgs bngt,4
tetap bintang satu sampai akun aktif lagi,1
aplikasi ini bagus banget buat Gen Z atau kids jaman now,5
SANGAY BAGUS,5
Aplikasi ini bagus dan banyak pilihan filternya dan juga sangat menarik aku suka,4
Bagus,5
Good,5
ig nya sudah bagus tapi kenapa semua notifikasi langsung hilang dan tidak bisa di pulihkan?,3
puas aja sama fitur yg ada di aplikasinya .,5
"Tolong Dong Di Perbaiki Servernya,, Saya Mau Login Ke Akun Instagram Saya Kenapa Tidak Bisa Login,, Ada Keterangan Terjadi Kesalahan Silahkan Coba Lagi Nanti. Padahan Gmail & Pasword nya Benar Tolong Dong Di Perbaiki Kecewa Jadinya Kalo Instagram Seperti Ini Terus Ga Kaya Dulu Tidak Banyak Bug/Masalah Saat Login.",1
bagus sekali,5
Bagus,5
Kereennnn,5
"tambah kan fitur select post, biar mudah untuk merapihkan (cth: menghapus, dan merapihkan kisi utama dan reels)",5
BUG SEJAK DIPEGANG DENGAN META!,1
bagus,5
"Aplikasi ig sih bgus,tp aku krng suka krna kena limit aj ☹️",5
Kalau bisa ada monetisasi di iklans reels,5
Bagusss,5
aplikasinya bagus tapi punya aku nggak bisa dibuka kenapa ya??,5
ini gmna sih kok audio nya banyak tidak tersedia,1
Mntap,5
bisa cari hiburan seru,5
iik,5
Bagus.ig buat api beruntun kayak tik tok dong,5
Daftarnya susah bet,1
Bagus,5
"sering eror barusan ig saya ke log out dengan sendirinya dan teman teman saya juga sampai sekarang belum balik juga, di tunggu perbaikan nya secepatnya.",1
"Mantap banget Instagram, sangat membantu sekali komunikasi di Instagram semoga tetap semangat memperluas jangkauan nya",5
"Aplikasi ini sangat relevan untuk bersosial media, mantapp",5
suka ngeleng ih terus kenapa fitur catatan nya dihapus?? kembalikan ya 😔,3
"bagusss, tapi waktu pengunggahan foto/video pertama kali jernih setelah dilihat di story langsung buram.",1
bagus,4
"Ketika saya ingin membatalkan suka mengapa terjadi eror(tidak bisa)? Harus nya seperti sosial media lainya, bisa membatalkan suka kapan pun. Kecewa",1
Min kenapa akun ku ditampilannya masih tampilan lama ya ? Padahal sudah update ke versi paling baru.. font dan fiturnya juga belum berubah..,2
"Ku suka sekali memakai instagram,,agar ttap kosisten demi mejudkan yang lebih baik 👍🙏🏻",4
"Feed nya napa malah jadi manjang njirr🙂 jadi kacau semua feed orang yng dah cape2 nyusun rapi2 biarr enak diliatt, mana filter gw pada ilang semua🙂 BOBROK!",1
sangat baguss,5
TOLONG HEI KENAPA RASIO POSTINGAN UDAH BEDA,1
Luar biasa,4
Nice,4
bagus,5
"Kemarin saya upload story ya, setelah 24jam tidak ke simpan ke arsip IG saya. Story tidak ada saya hapus, saya juga bingung 🧐",2
mantap rek,4
Bagus. Sangat enjoyable.,5
Instagram sangat menyenangkan,5
Bagus banget,4
Bgus,5
Ok,5
bagussss bgtttt aku bisa kenal bnyk org di sana,5
Aplikasinya bagus,5
terimakasih,5
Kalo bisa tolong meta lebih tingkatkan lagi supaya ada fitur yang bisa ngeliat siapa yang unfoll kita di IG,4
Good,5
suka bnget,5
Ekboh bangat,5
Good,5
IG filternya bagus dan semuanya lah bagus pokok instagram bagus banget aplikasinya,5
Bagus,5
"Makin ribet & byk bug. Edit foto di story yg susun foto ribet, gak bisa diatur, kadang layar item. Mau IKLAN juga RIBET. Terkena batas pengeluaran. Disuruh reset atau edit batas. Dicari kemana pun gak nemu, buka2 youtube panduan ttp gak ada fiturnya. Liat komen2 di yutub malah masalah ini udah kejadian sejak 1 taun yg lalu. Trus tim kalian ngapain setaun ini gak guna?",1
Bagusss bgttt..aku suka bgt ..karena di Instagram itu gampang fyp..tapi kalo di tik tok susah,5
Buruk,2
👍,5
ada pengaturan timer buat foto dong,5
aplikasi ini bagus banget buat foto² banyak filternya,5
Bagus dan berguna untuk pengganti komunikasi,5
mantap,5
Lila anji,5
Yg bnr aja ukuran tampilan postingan profile dirubah. Meta T nya apa?,1
"Peraturan ga jelas masa cuma bilang dinuklir aja ga sih dianggap komentar hasutan kekerasan padahal banyak yang bilang kasar dan segala macem masih ada komentarnya,udah 2x akun bermasalah karena komentar2 sepele yg ga penting dan akun ke dua ini juga mau di banned kan tolol,mana dulu akun pertama isinya gambar sm foto2 titip situ malah ilang blok",1
Agus Marto buat masker bedak yang aman lebaran idul adha white and blue eyes on yang telah ditentukan dengan topi kacama di dalam rumah tangga yang hampir sama dengan topi distro yang berkualitas dan harga Smartphone Samsung Cronus akan mengusung OS Android jelly Bean untuk Asus Fonepad tablet Android murah berkualitas dan harga Smartphone Samsung Cronus akan mengusung OS Android jelly Bean untuk Asus Fonepad tablet Android murah berkualitas dan harga Smartphone Samsung Cronus akan mengusung OS,5
Sangat bagus,5
Ok bgt,5
Bagus si bagus tapi kalo gaada yg ngechat buat apa,1
Jod,5
Perfect,5
bagusss,5
"Algoritma AI kalian terlalu bodoh. Masa akun lain komentar dengan kata2 kasar bisa dengan mudah tanpa di hapus. Giliran saya setiap kali membalas komentar mereka,malah di hapus.dan akun saya sudah 3 di banned/hapus. Semoga china dapat menyaingi kalian.agar kalian menjadi pengemis pada kami. Sinting kalian.bodoh Semoga cepat bangkrut. Semua komentar saya d hapus.dengan alasan melanggar,padahal hanya komentar lucu2an.semoga sosmed ini cepat bangkrut dan di tinggalkan netizen.beralih ke produk cina",1
"Aplikasi nya semuanya bagus tapi kekurangan nya cuma satu, saat kita buat video di filter ig itu jadi lambat padahal pas ngevidio itu pas",4
"Cukup memuaskan banyak menghibur, dan juga perbanyak wawasan dan jga teman, terima kasih IG 😊🙏🙏🙏",4
Guttt🌷🌷,5
Mantap,5
Bagus apknya,5
Membantu memudahkan manusia di muka bumi,5
Bagus lah,5
Lol leg,1
Saya tidak bisa menambahkan akun,3
Bagus,5
keren,5
Bagus dan membantu,5
Membantu,5
Bagussssss tapi folowers gak naik naik,4
Bagusss bangett,5
Terbaikkkk,5
Mohon di perbaiki karena sering sekali banyak kejadian! Sekarang buat akun baru ig malah ada peringatan maaf terjadi kesalahan harap coba lagi. 1 lagi lupa kata sandi malah sama dengan kejadian maaf terjadi kesalahan harap coba lagi mohon pihak ig di baca dan mohon di perbaiki lebih maksimal lagi biar tidak terjadi bug/kejadian kejadian,2
aplikasi tdk bisa dibuka,4
Bagus,5
bagus,5
Keren,5
bagus,5
Lama sekali download nya 😡,1
tidak bisa di bukak,1
Oke,5
Good,5
aku sukaaaa,5
best sii cuma ada yg kurang dikit,4
Good,5
Kerenn,5
baguss,5
❤️,5
Apk nya bagus banget aku suka apk ini🍁🍁,5
pemerentah haros waspada dengan keadaan masarakat di desa itu sangat mempreatenkan untuk bersosial karna sifat gotong royong masarakat & pamong praja itu udah luntur di 80 %. !,1
bagus,3
Good lah pokoknya,5
Keren,5
Cok,5
A+,5
"Untuk saat ini sudah cukup baik , semoga selalu ada perkembangan untuk kedepannya",5
ngebug mulu nih apk gua ngetag temen aja ga masuk di dm,1
Mantap,5
Hemmm,5
Saya suka sekaliii,4
Bagus banget apknnya tapi sayang suka ngebug jadi maaf kasih bintang 3😄😄😄😄😄,3
stay positive my @$$,1
Bagus efek nya,5
"Ko gak bisa di buka, baru aja upload udah gak bisa di buka,gimana mau di pake nya",2
Kenapa Instagram saya tidak bisa siaran langsung?,1
Terbaik,5
kenapa yaa ko gbisa update,5
Buruk,1
Bagus,5
Good,5
Sangat bagus,5
Sangat baik menjadi banyak pemirsa,5
bagus untuk menaruh memori,5
Ini bagus dan sangat berguna,5
"Bingung mau bilang apa, aplikasi ini udah mantab banget",5
"Bisa tolong bantu jawab? Kenapa sekarang jadi sering foreclosed semenjak diuninstal beberapa bulan ya, terus nyoba didownload lagi malah foreclosed terus gabisa dibuka buka jni? :((",2
Love to the moon & back..,5
Wah bisa buat foto foto efek nya juga bagus,5
"Denganmu aku bisa mengabadikan kisah hidupku disini, terima kasih IG.. ❤",5
"Satu yang bikin aku kesel kenapa pas aku post sorotan malah gk bisa di tambah sorotannya, contohnya aku buat sorotan namanya ""MyLife"" Nah abis tu aku post 1 poto di situ eh pas aku mau post yg lain di situ malah gk bisa di tambah postingan aku nya di ""MyLife"" Trus juga pas aku mau buat sorotan baru gk bisa juga fotonya malah itu2 aja, Plis Dh Owner ig perbaiki masalah aku",1
suka,5
Keren,5
Beri peningkatn,5
"heh Instagram sialan lu harusnya contoh tiktok ajg, biar tau mana yg unfoll mana yg follow an sm kita biar gausah ribet cek in satu satu cape tau ga apalagi klo yg di flw ratusan masa harus dicek satu satu, update lah cepetan monyet tau kan lu warga ig kebelet seleb maunya sendirinya di follow tapi gua di unfoll menang banyak dia lah anying",1
banyak konten vulgar,2
Semua akun tidak memiliki fitur hadiah,1
semoga bisa ke donload aminn🤲🤲🤲,5
maap...uninstal krn jarang pakai trrlu banyak iklan🥵,1
Ig tolol upload vidio skrng udh gk bisa ngubah rasio vidio semua di jadikan rasio kek reels ig njing apa coba,1
"Fitur login facebook dihilangkan, untuk kedepannya tolong diperbaiki lagi karna itu sangat memudahkan untuk masuk",2
Keren,5
Bgs si,5
Bagus efek nya cocok untuk fto,5
BALIKIN INSTAGRAM KE ERA RASIO 1:1 GUA JIJIK BGT LIAT 4:5 GABISA NGEDIT FEED BIAR BAGUS.,2
baguss,5
banyak iklan judol,3
Pataaaapppp,5
Saya beli akun baru kenapa gabisa folow?,1
seru dan sangat bermanfaat,5
Sangat bagus aplikasi nya,5
👍 keren,5
G bisa daftar,1
fitur kamera nya juga jadi hasilnya kaya jelek 144p..padahal pakai chipset tinggi,1
ok,5
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,4
"Halo mind bisa dijelaskan mengapa akun sya tidak bisa siaran langsung, padahal kemarin kemarin bisa digunakan,dan mengapa akun saya terlihat memenuhi syarat, TOLONG DI PERJELASKAN",1
Mntpp tolong vidio saya kasih fyp trss yaa,5
good,5
Happy happy happy syalalalala senang ny hati ni tapi gk tau kenapa 🗿,5
"Mendapat info serta pengetahuan dari Instagram, sangat membantu dan luar biasa hebat nya",5
Ok,3
Sejauh ini tidak ada masalah Baik baik saja😊,5
Bagus,5
Instagram support system israhell terrorist!!,1
Ikan hiu melayang layang lah mana bisa rorrrrrrrrrrr,5
aplikasi keren,5
"aplikasi udh bagus siih, tp kadang"" suka ngebag sendiri gk bisa di scroll, tp yg selebihnya udh bagus kok",5
"Saya sangat kecewa kepada aplikasi ini, ketika saya ingin memposting foto landscape lebih dari satu, yang sebelumnya landscape malah berubah menjadi 1:1, mohon diperbaiki",1
Saya sangat puasss🍓🍓🍓🍓🍓🍓,5
Good,5
Mantap apk nya jadi punya banyak teman²baru di sini,5
balikin feed ig jadi normal!,2
Apk nya sangat bagus 👍👍👍,5
Mantabs,5
Macet,5
"kl untuk keseluruhan udah bagus,cm pas update terbaru kmrn agak kaget ke tampilannya yg berubah jujur buat aku sndr lbh suka tampilan yg dlu,juga filter' pd ilang ntah kmn,saran aja kl bisa mending tambah fitur buat permasalahanan siapa yg unfollow ig kita sndr si hehe,gitu aja si sekian terima kasih sm dilihat ye:)",3
"sekarang banyak error nyaa :(( mau up video ke sg tapi selalu aja ada tulisan muncul ""kesalahan"" padahal uda coba buat login ulang sampe 5x (lihat tutor di youtube) tapi tetep aja gabisaa. tolong di perbaiki lagi di update selanjutnyaa yaaa",3
Selalu blur gambar,4
Good,5
Bagus,5
Membantu,5
Cukup bintang yg berbicara,5
Good,5
Jelekkk,1
terima kasih,5
Saya akan mengunakan istagram. Ini,5
👍👍👍👍,5
keren kasoh gw 1 bgl skrng,5
jaya jaya jaya,5
Goood,5
Banyak meme yang seru Dan Lucu disini,5
Topppp mantapppppp,5
Bgs banget lh apk ini inti ny mantap lh,5
sangat mwmbantu,5
Suka apalagi tambah ada real nya. Semakin ok. Jaya terus ya instagram jangan terkalakan oleh yang lain nya.,5
Mantap,5
"bolak balik akunku ditangguh kan, pdhl g ngp ngpain",3
"App nya ""lumayan"" bagus soalnya bisa di bikin foto nonton tapi pas nyari filternya malah gk ada di instagram jadi tolong di perbaiki ya app nya saya suport terus instagram 😁☺",4
oke bnget,5
Di bukak. Agak lemot sekarang,1
"Hapus mi itu like di story, da marah mi pacar ku gara gara di like story ku sama cewe.😑",1
"no!! why is this so bad!? capek deh sama Instagram yg ngebug trs !, selalu aja keluar dr semua akun, kalo lupa sandi gmn? terus aja kaya gni, setiap mau ke ig pasti hrs masuk pake sandi mulu, setiap keluar ig lngsng log out jga, harus uninstall lagi nih ig nya? klo lupa usn sama sandi gmn? perbaiki dong ! jgn nurun performa nya, I really hope it will be fixed.",1
"Saya heran, komentar yang tidak ada kata² kasar atau menghasut bisa kena teguran",1
I like it,5
"makin gajelas, ga bisa buka ig",1
bisa monet gak ?,5
Mantap,5
sangat cocok bagi saya terima kasih,5
kenapa akun saya tidak bisa live ?,1
skrng setela di updte mala akun ig saya gbs di tag padahal uda saya atur ulang tolong dong ig knp jdi gni,2
Mana paten setelah apdet lagunya banyak yang tidak terdeteksi oleh pihak nasa,1
Login di persulit,1
Sanagt bagus,1
Hilang aplilasi,3
tolong di normalkan lagi akun instragram saya,5
"Ini kenapa jdi eror gini, login ig gabisa padahal id/sandi sudah benar tapi ttp gabisa. Apk rusakkk...",1
Ini kenapa ya? Foto/video yang dari kartu sd tidak terbaca di instagram? Mohon perbaiki bugnya🙏🏻,2
gak bisa bilang apa apa cuma jempol 👍👍👍💪,5
Knp ig saya gak muncul filter nya,1
Terimakasih apk bagus,4
keren,5
Bagus banget ya aplikasi ini👍👍💯💯,5
mantappppop,5
i love u,5
See you next time 😊,5
Instagram sangat bagus saya bisa berbagi foto dan video,5
Apik,5
"Keren bangettttt ,bagus banget pokoknya Dan juga vidionya seru seru tapi maaf ada sedikit kesalahan filternya kenapa tiba tiba hilang sendiri ya tolong di perbaiki ya Terimakasih sudah mendengarkan crita saya Sampai jumpaaaaaaa!",5
Ok mantap,5
bagus banget,5
Kenapa tiba tiba akun saya tidak bisa di buka😡 padahal semalam masih baik baik saja,1
Kenapa tombol semat di instagram sudah nggak ada ???? Padahal saya suka ada penambahan semat di instagram,3
padahal udh benar tapi terus gak bisa kayak nge-bug tolong pliss😢😢😵😫🤬,1
Saya sangat suka instagram karna menyajikan konten kreativ indah dan penuh informasi yg baik,5
Aplikasi yang sangat membantu dan sangat memuaskan untuk upload video sendiri dan bisa bebas berkarya dengan karya sendiri,5
Nice,5
Ok,5
Pengalaman yang luar biasa,5
Bagus dan bermanfaat 👍,5
Mantap,5
Bagus,5
4 bintang,4
"ampas, banyak bug",1
Sangat narik dan bagus banget saya kasih 5 bintang,5
Wahhhhhh the best,4
baik,5
Setelah di update makin gak jelas banyak bug jadi jelek apk nya ajg,1
Ya bagus banget 👍👍👍,5
tolong lah kkk ini knp stiap mau bkin story yg ada balasan nya ga bisa,4
Ngelag terus bikin bosen,1
Sangat bagus,4
Penyambung lidah melalui jari dan mata,4
"bagus bagus aja si, tapi habis update tampilan profil nya ANEH kek ke kiri banget, terus tampilan postingan nya jadi agak panjang padahal dulu kotak jadi bikin hancur feed Ignya",3
min knp kalo sering buka sg selalu keluar aplikasi mulu muhun di perbaiki,3
good,4
Instagram Aplikasi Terbaik 💯,5
bagus,5
good,5
Mantap,5
"Instagram blank setelah update, tidak bisa login. mohon diperbaiki",3
Apk Sangat lengkap,5
Keren bagus menarik,5
The best,5
Aplikasinya sangat bagus,5
Sering error dan klo error harus di uninstal dlu baru bisa bagus tolong ya di perbaiki error dan bug nya,3
"Semangat Ig ,tuhan berkati amen",5
sangat membantu,5
Tidak bisa membuat akun baru,1
Bagus sih tapi filter2nya suka ngilang sendirii,4
Lumayan,5
Bermanfaat dan dapat uang,5
iklan isinya judi semua,2
bagus,5
Tasa putir artviya,5
"Tolong min apk nya di benah i,masak tiba² akun nya ilang gitu aja,ga ngapa²in akun tau²ilang,gak masuk akal",3
Habis di update Instagram langsung banned permanen akun saya,1
bagussssss njirrr,5
Aplikasi yang sangat baik👍👍,5
Aplikasi yg menyenangkan dan menghibur,5
Nice,5
"Everyday, everytime, and every hour",5
bagus 👍,5
Saya suka dengan instagram❤❤❤❤,4
Jos mantap,5
Cause ..,1
Aku tidak dapat masuk,3
"banyak loading di reels nya lama padahal sinyal bagus, mau ganti sampul sorotan juga lama banget memuatnya sam 2 jam belum keganti masi memuat👊",3
Gajelas,1
👍,5
Bgus,5
"IG PLIS JANGAN ADA FITUR DELETE ARCHIVE STORY DONGG!!!😤😫 BANYAK KENANGAN"" BGTTTTT PLISSS JANGAN YAAAA, gaseru ah fitur' ga guna",3
Sering lelet dikit KL lagi edit video..mohon ditingkatkan pelayanan lagi y hehehehhei..makasih,4
"update belakangan ini, malah sering terdapat bug,, seperti opsi audio story yg tersimpan tidak muncul, bahkan stelah di perbaiki, skarang walaupun opsi audio story yg tersimpannya muncul lagi,, tapi tidak semua audio yg tersimpan itu dapat muncul atau di gunakan di story kita,, bahkan tidak bisa di search juga audionya,, mohon perhatiannya yaa....",3
sangat bagus,5
Berinteraksi,2
bagus,5
Aplikasi terbaik dan terbagus dengan segala fiturnya buat iklan bisabuattenar bisa,5
mau ganti sandi susahh bgt,1
Saya suka igtagram ny sangat bagus dan cantikl,5
bagussss,5
seru bisa mengenal banyak teman,5
Bagus,5
Ok keren,5
"maksa banget buat liat IG orang lagi main tiba tiba di arahin ke IG benerin bug nya tuh, ganggu",2
engga ngpa2 tiba2 dinonaktifkan gimna ini mengajukan banding nya,2
Permaina ini sangat bagus banget 😁😀😀,5
Bagus,5
"masih heran kenapa akun utama saya selalu lambat upgrade nyaa, seperti logo pesan di akun second dan third saya logonya udh yg terbaru tp di ig utama saya masi logo pesawat. padahal yg online setiap hari itu akun utama saya tp kenapa malah akun utama saya yg update nya lambat. mohon perbaikannya🙏🏿 thx u.",1
Baik bagus,5
Bagus,5
Ig itu kadang suka ngelag,4
ya bgs,5
Zeen,5
Ok,5
Keren,5
good,5
Oke,5
Apk yg bagus,4
Sering terjadi masalah saat membuka instagram mohon bantuanya instagram,3
"Aplikasi Instagram yang sangat bagus dan bermanfaat untuk bikin konten, bismillah semoga rame video reels ku",5
saya penguna Instagram dari planet mars saya suka ig,5
hasil story yang diedit dan yang diupload beda sudah coba berkali-kali untuk text dan stiker tetap sama entah tata letak maupun jenis yang dipakainya,3
Baik,5
sangat bagusss,5
Sangat baik,5
"ga jarang muncul bug ketika lupa sandi disuruh ""coba lagi nanti"" sampe lama banget, tolong diatasi",4
Bagusss,5
Bagus tapi kalo bisa biar lebih baik dan bagus lagii,5
Apik,5
Sangat bagus sih apk ni udh itu aja makasih,4
Bintang 4,5
Jujun junawedi,1
saya suka sekali,5
Apk GK gunaa,1
🤩,5
Pengalaman saya yaitu senang bisa berteman dengan siapa pun,5
Bug nya sudah banyak🤦,1
Jelek banget,5
Cukup seru menggunakan instagram,5
"login aja susah banget sekarang, gimana nih min?!!",2
Bagus banget,5
sangat berguna,5
"aplikasi ini bagus sekali saya suka, anda bisa mengupload vidio. dan anda juga bisa melihat vidio² orang yang lain",5
Saat live kadang bisa tidak kelihatan,1
saya suka sekali dengan ulasan ini,5
Gacor,5
Apk Its Good jdii makin bnyak temen n menghibur jga memberii motivasi tetap semngt berjuang tukk hidup yg lbih Baik...Amiin,4
"ini gimana ya? aplikasinya error terus, selalu keluar dengan sendirinya padahal baru di buka. tolong diperbaiki dong, saya jadi tidak bisa mengakses aplikasi karena saat dibuka selalu keluar dgn sendirinya.",1
"Ig makin lama makin bnyk kendala,kaya keluar "" sendiri,terus ""kesalahan tidak diketahui"" gatau lah kenapa",2
nice,5
Good,5
Terimakasih Ig sudah memberi kami fasilitas yg luar biasa,5
Mantap,5
saya baru download lagi terus saya lupa kata sandi saat saya mau ganti kata sandi kan harus isi no/email knp saat saya masukkan no/Email saya gak bisa? bisa di jelaskan,1
👍,5
sangat bagusssss sekalii,4
"Fitur balikin akunya sampah,gw lupa kata sandinya malah di suruh buat ngisi kata sandi sebelumnya, NGOTAK lah gw aja kaga tau kata sandinya malah di suruh ngisi kata sandi gimana gw isi coba tolol",1
top,5
Buka Ig sekrng selalu mati hp nya,2
Mantap,5
Aplikasinya tidak membosankan,5
bagus,5
Perfect,5
Good job,5
baru saja di update tapi gabisa di buka,1
tida dapat fitur full screen,1
bagus cuma punya aku belum bisa di updet,5
"Aplikasinya bagus,namun minus nya suka ngebug gitu musiknya suka ketinggalan padahal Uda buka fitur yang lainnya Uda gitu filter ig tiba"" hilang lenyap ntah kemana,tolong ya di update lagi 🙏",4
keren dan membantu,5
"Banyak bug, gabti pp gak bisa, next di story juga gak bisa",1
apk ny bgs cmn waktu itu filternya kehapus dari fav ku,3
sangat bagus dan reels aku fyp muluu,4
balikin rasio feeds kaya dulu 1:1 !!!!!!!!,1
tidak bisa login tunggu waktu,2
"Knp kata sandi nya ga bisa di ganti dan sering akun hilang sendiri atau kh ngebug, dan knp masukin akun orng gak bisaaa kocak bngt",2
canggih,3
Yrim,5
"Terima kasih, menginspirasi para penulis muda",5
Bagus,5
Gaskeun,4
fitur yg bagus,5
Sangat suka,4
Mantap,5
bagus banget,5
Terimakasih,3
"Gak suka instagram, aku benci ig",2
Bagus banget dehhh,5
keren,5
"instagram nya jlekk bgtt masak login ke akun sendiri aja gk bisa pdahal nama sama sandi nya udah betull mau login ke akun orang lain juga sama aja gak bisa,,,,,kmuu knpaaa sihhh igg plisss dehhh bagusan dikit ngapa",1
"Bagus sihh tapiiiiiii,,,,Apayaaa",5
Really bad design for this update.. bring back old design,1
tdk muncul komentar di story,1
wow,5
👍👍👍👍👍👍,5
Seru,5
Pemula,3
saya kasi bintang satu karena filter Ig menghilang dan yang ada filter jelek filter JJ pun hilang tolong di kembalikan!,1
Aku suka aplikasi nya,5
Sangat baik,5
Min ig ku pngen kyak punya org² yg repost reels layar penuh tolong yaa minn,5
"Dear Instagram. Aku berikan bintang 5 karena emang apk nya bagus, tapi tolong kenapa update sekarang ko lebih kurang dari segi performa dan kualitas bug ny, dan kenapa loyout postingan Ig saya berubah ukuran yg dari kotak (1:1) menjadi persegi panjang. saran saya itu di hapus karna membuat tampilan akun kurang menarik tidak seperti yg ukuran 1:1 sebelum nya. Tolong di ubah lagi🙏🏻",5
Ok,5
Bagus,5
"Mantap , sesuai dengan kebutuhan",5
Ok,5
Baik,5
Irwan sah,1
Akun saya gak bisa di buka,1
pengguna dri tahun 2014 sampe sekarang instagram favorit sosmed ku 🙏🏻👍🏻🇮🇩🇮🇩🔥🔥,4
gtau,5
Baik,5
Diusahakan inpo² terbaru.. Berkualitas,5
bagus.,5
Saya sangat berterima kasih kepada aplikasi instagram ini 🙏,5
Tambah sukses,5
sangat bagus banget,5
terima kasih bagus,1
Ini knp si aplikasi ny vidio konten ny kbnykn. Mesum smua tlong d perbaiki donk,3
Buat terbaik,5
IG pertama saya kenapa suka ngehack dan gak bisa login kembali dan kenapa IG kedua suka ditangguhkan gak jelas,1
Bagus,5
Karena baguss,5
nice,5
sangat seru banyak vidio ada kucing,5
Sangat cocok untuk bersua ria dengan banyak orang sekaligus,5
Vellica Fellica Ya Posisi,5
Aplikasinya sangat bagus,5
Instagram sangat berguna dan membantu saya untuk menaro foto sebagai kenangan.,5
ig ga bisa live karena belum memenuhi syarat padahal udah memenuhi syarat gimana ini palah lapora bikin 1 kali ga di urus,1
kenapa akhir akhir ini Instagram sering force close?,1
bgs.,5
